S_No,index,Time,Date,Date2,season,yr,mnth,day,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total,https://archive.ics.uci.edu/ml/datasets/bike+sharing+dataset
7042,6931,21/10/2011 9:00,21/10/2011,294,4,0,10,21,9,0,5,1,2,0.42,0.4242,0.58,0.1343,33,189,222,
7043,6932,21/10/2011 10:00,21/10/2011,294,4,0,10,21,10,0,5,1,1,0.46,0.4545,0.51,0.1642,32,106,138,
7044,6933,21/10/2011 11:00,21/10/2011,294,4,0,10,21,11,0,5,1,1,0.5,0.4848,0.45,0.2239,39,135,174,
7045,6934,21/10/2011 12:00,21/10/2011,294,4,0,10,21,12,0,5,1,1,0.5,0.4848,0.45,0.2985,47,193,240,
7046,6935,21/10/2011 13:00,21/10/2011,294,4,0,10,21,13,0,5,1,1,0.48,0.4697,0.48,0.3284,43,163,206,
7047,6936,21/10/2011 14:00,21/10/2011,294,4,0,10,21,14,0,5,1,1,0.52,0.5,0.42,0.2985,67,131,198,
7048,6937,21/10/2011 15:00,21/10/2011,294,4,0,10,21,15,0,5,1,1,0.5,0.4848,0.45,0.2836,57,178,235,
7049,6938,21/10/2011 16:00,21/10/2011,294,4,0,10,21,16,0,5,1,1,0.5,0.4848,0.45,0.2537,60,242,302,
7050,6939,21/10/2011 17:00,21/10/2011,294,4,0,10,21,17,0,5,1,2,0.46,0.4545,0.51,0.2537,79,445,524,
7051,6940,21/10/2011 18:00,21/10/2011,294,4,0,10,21,18,0,5,1,2,0.44,0.4394,0.54,0.2537,43,354,397,
7052,6941,21/10/2011 19:00,21/10/2011,294,4,0,10,21,19,0,5,1,2,0.44,0.4394,0.54,0.3881,25,228,253,
7053,6942,21/10/2011 20:00,21/10/2011,294,4,0,10,21,20,0,5,1,2,0.44,0.4394,0.54,0.2239,29,155,184,
7054,6943,21/10/2011 21:00,21/10/2011,294,4,0,10,21,21,0,5,1,1,0.42,0.4242,0.58,0.1642,31,112,143,
7055,6944,21/10/2011 22:00,21/10/2011,294,4,0,10,21,22,0,5,1,1,0.42,0.4242,0.54,0.1642,24,89,113,
7056,6945,21/10/2011 23:00,21/10/2011,294,4,0,10,21,23,0,5,1,1,0.4,0.4091,0.62,0.2239,18,99,117,
7057,6946,22/10/2011 0:00,22/10/2011,295,4,0,10,22,0,0,6,0,1,0.4,0.4091,0.62,0.194,16,80,96,
7058,6947,22/10/2011 1:00,22/10/2011,295,4,0,10,22,1,0,6,0,1,0.4,0.4091,0.62,0.194,20,50,70,
7059,6948,22/10/2011 2:00,22/10/2011,295,4,0,10,22,2,0,6,0,1,0.4,0.4091,0.62,0.2537,6,25,31,
7060,6949,22/10/2011 3:00,22/10/2011,295,4,0,10,22,3,0,6,0,1,0.4,0.4091,0.62,0.1343,1,19,20,
7061,6950,22/10/2011 4:00,22/10/2011,295,4,0,10,22,4,0,6,0,1,0.38,0.3939,0.66,0.0896,4,4,8,
7062,6951,22/10/2011 5:00,22/10/2011,295,4,0,10,22,5,0,6,0,1,0.38,0.3939,0.66,0,1,7,8,
7063,6952,22/10/2011 6:00,22/10/2011,295,4,0,10,22,6,0,6,0,1,0.36,0.3788,0.71,0,1,17,18,
7064,6953,22/10/2011 7:00,22/10/2011,295,4,0,10,22,7,0,6,0,1,0.36,0.3636,0.76,0.1045,8,49,57,
7065,6954,22/10/2011 8:00,22/10/2011,295,4,0,10,22,8,0,6,0,1,0.4,0.4091,0.71,0,26,88,114,
7066,6955,22/10/2011 9:00,22/10/2011,295,4,0,10,22,9,0,6,0,1,0.42,0.4242,0.67,0.0896,47,122,169,
7067,6956,22/10/2011 10:00,22/10/2011,295,4,0,10,22,10,0,6,0,2,0.44,0.4394,0.62,0.1045,87,149,236,
7068,6957,22/10/2011 11:00,22/10/2011,295,4,0,10,22,11,0,6,0,2,0.44,0.4394,0.62,0.1045,110,172,282,
7069,6958,22/10/2011 12:00,22/10/2011,295,4,0,10,22,12,0,6,0,1,0.46,0.4545,0.55,0.0896,132,211,343,
7070,6959,22/10/2011 13:00,22/10/2011,295,4,0,10,22,13,0,6,0,1,0.5,0.4848,0.45,0,136,186,322,
7071,6960,22/10/2011 14:00,22/10/2011,295,4,0,10,22,14,0,6,0,2,0.48,0.4697,0.48,0.2239,133,177,310,
7072,6961,22/10/2011 15:00,22/10/2011,295,4,0,10,22,15,0,6,0,1,0.48,0.4697,0.51,0.2239,159,223,382,
7073,6962,22/10/2011 16:00,22/10/2011,295,4,0,10,22,16,0,6,0,1,0.5,0.4848,0.45,0.194,169,190,359,
7074,6963,22/10/2011 17:00,22/10/2011,295,4,0,10,22,17,0,6,0,1,0.46,0.4545,0.55,0.1343,143,217,360,
7075,6964,22/10/2011 18:00,22/10/2011,295,4,0,10,22,18,0,6,0,1,0.44,0.4394,0.54,0.0896,111,224,335,
7076,6965,22/10/2011 19:00,22/10/2011,295,4,0,10,22,19,0,6,0,1,0.44,0.4394,0.67,0,47,173,220,
7077,6966,22/10/2011 20:00,22/10/2011,295,4,0,10,22,20,0,6,0,1,0.42,0.4242,0.67,0,48,111,159,
7078,6967,22/10/2011 21:00,22/10/2011,295,4,0,10,22,21,0,6,0,1,0.4,0.4091,0.76,0,37,120,157,
7079,6968,22/10/2011 22:00,22/10/2011,295,4,0,10,22,22,0,6,0,1,0.4,0.4091,0.76,0,30,114,144,
7080,6969,22/10/2011 23:00,22/10/2011,295,4,0,10,22,23,0,6,0,1,0.38,0.3939,0.82,0,27,81,108,
7081,6970,23/10/2011 0:00,23/10/2011,296,4,0,10,23,0,0,0,0,1,0.36,0.3788,0.87,0,24,64,88,
7082,6971,23/10/2011 1:00,23/10/2011,296,4,0,10,23,1,0,0,0,1,0.36,0.3788,0.87,0,11,60,71,
7083,6972,23/10/2011 2:00,23/10/2011,296,4,0,10,23,2,0,0,0,1,0.34,0.3485,0.87,0.0896,10,40,50,
7084,6973,23/10/2011 3:00,23/10/2011,296,4,0,10,23,3,0,0,0,1,0.34,0.3636,0.87,0,15,31,46,
7085,6974,23/10/2011 4:00,23/10/2011,296,4,0,10,23,4,0,0,0,1,0.34,0.3636,0.87,0,5,1,6,
7086,6975,23/10/2011 5:00,23/10/2011,296,4,0,10,23,5,0,0,0,1,0.32,0.3485,0.87,0,1,2,3,
7087,6976,23/10/2011 6:00,23/10/2011,296,4,0,10,23,6,0,0,0,1,0.32,0.3333,0.87,0.1045,0,12,12,
7088,6977,23/10/2011 7:00,23/10/2011,296,4,0,10,23,7,0,0,0,1,0.34,0.3485,0.87,0.0896,3,18,21,
7089,6978,23/10/2011 8:00,23/10/2011,296,4,0,10,23,8,0,0,0,1,0.36,0.3485,0.87,0.1343,32,56,88,
7090,6979,23/10/2011 9:00,23/10/2011,296,4,0,10,23,9,0,0,0,1,0.4,0.4091,0.76,0,48,95,143,
7091,6980,23/10/2011 10:00,23/10/2011,296,4,0,10,23,10,0,0,0,1,0.42,0.4242,0.71,0.0896,104,185,289,
7092,6981,23/10/2011 11:00,23/10/2011,296,4,0,10,23,11,0,0,0,1,0.46,0.4545,0.72,0.1642,131,202,333,
7093,6982,23/10/2011 12:00,23/10/2011,296,4,0,10,23,12,0,0,0,1,0.5,0.4848,0.59,0.2537,164,249,413,
7094,6983,23/10/2011 13:00,23/10/2011,296,4,0,10,23,13,0,0,0,1,0.52,0.5,0.55,0.194,160,255,415,
7095,6984,23/10/2011 14:00,23/10/2011,296,4,0,10,23,14,0,0,0,1,0.52,0.5,0.55,0.2239,192,216,408,
7096,6985,23/10/2011 15:00,23/10/2011,296,4,0,10,23,15,0,0,0,1,0.52,0.5,0.52,0.1642,171,216,387,
7097,6986,23/10/2011 16:00,23/10/2011,296,4,0,10,23,16,0,0,0,1,0.52,0.5,0.55,0.194,188,217,405,
7098,6987,23/10/2011 17:00,23/10/2011,296,4,0,10,23,17,0,0,0,1,0.5,0.4848,0.63,0.1343,120,220,340,
7099,6988,23/10/2011 18:00,23/10/2011,296,4,0,10,23,18,0,0,0,1,0.5,0.4848,0.63,0.1045,88,196,284,
7100,6989,23/10/2011 19:00,23/10/2011,296,4,0,10,23,19,0,0,0,1,0.46,0.4545,0.77,0,53,140,193,
7101,6990,23/10/2011 20:00,23/10/2011,296,4,0,10,23,20,0,0,0,1,0.44,0.4394,0.72,0.0896,32,112,144,
7102,6991,23/10/2011 21:00,23/10/2011,296,4,0,10,23,21,0,0,0,1,0.44,0.4394,0.72,0.0896,24,75,99,
7103,6992,23/10/2011 22:00,23/10/2011,296,4,0,10,23,22,0,0,0,1,0.42,0.4242,0.77,0.1045,25,69,94,
7104,6993,23/10/2011 23:00,23/10/2011,296,4,0,10,23,23,0,0,0,1,0.42,0.4242,0.77,0.1642,18,31,49,
7105,6994,24/10/2011 0:00,24/10/2011,297,4,0,10,24,0,0,1,1,1,0.42,0.4242,0.77,0,6,26,32,
7106,6995,24/10/2011 1:00,24/10/2011,297,4,0,10,24,1,0,1,1,1,0.4,0.4091,0.82,0.1343,7,8,15,
7107,6996,24/10/2011 2:00,24/10/2011,297,4,0,10,24,2,0,1,1,1,0.4,0.4091,0.87,0.1045,1,6,7,
7108,6997,24/10/2011 3:00,24/10/2011,297,4,0,10,24,3,0,1,1,1,0.4,0.4091,0.82,0.0896,1,3,4,
7109,6998,24/10/2011 4:00,24/10/2011,297,4,0,10,24,4,0,1,1,1,0.4,0.4091,0.82,0,1,5,6,
7110,6999,24/10/2011 5:00,24/10/2011,297,4,0,10,24,5,0,1,1,1,0.38,0.3939,0.87,0,2,19,21,
7111,7000,24/10/2011 6:00,24/10/2011,297,4,0,10,24,6,0,1,1,1,0.4,0.4091,0.87,0.1045,3,83,86,
7112,7001,24/10/2011 7:00,24/10/2011,297,4,0,10,24,7,0,1,1,2,0.38,0.3939,0.94,0.1045,11,274,285,
7113,7002,24/10/2011 8:00,24/10/2011,297,4,0,10,24,8,0,1,1,2,0.42,0.4242,0.88,0.1642,20,378,398,
7114,7003,24/10/2011 9:00,24/10/2011,297,4,0,10,24,9,0,1,1,2,0.44,0.4394,0.82,0.1642,29,166,195,
7115,7004,24/10/2011 10:00,24/10/2011,297,4,0,10,24,10,0,1,1,2,0.46,0.4545,0.82,0.2537,47,82,129,
7116,7005,24/10/2011 11:00,24/10/2011,297,4,0,10,24,11,0,1,1,2,0.5,0.4848,0.72,0.1642,59,109,168,
7117,7006,24/10/2011 12:00,24/10/2011,297,4,0,10,24,12,0,1,1,2,0.52,0.5,0.68,0.1045,64,156,220,
7118,7007,24/10/2011 13:00,24/10/2011,297,4,0,10,24,13,0,1,1,2,0.54,0.5152,0.64,0.2239,60,138,198,
7119,7008,24/10/2011 14:00,24/10/2011,297,4,0,10,24,14,0,1,1,2,0.54,0.5152,0.64,0.194,63,143,206,
7120,7009,24/10/2011 15:00,24/10/2011,297,4,0,10,24,15,0,1,1,1,0.56,0.5303,0.6,0.1642,52,125,177,
7121,7010,24/10/2011 16:00,24/10/2011,297,4,0,10,24,16,0,1,1,1,0.54,0.5152,0.64,0.194,68,242,310,
7122,7011,24/10/2011 17:00,24/10/2011,297,4,0,10,24,17,0,1,1,1,0.52,0.5,0.68,0.1343,87,527,614,
7123,7012,24/10/2011 18:00,24/10/2011,297,4,0,10,24,18,0,1,1,1,0.54,0.5152,0.6,0.0896,58,428,486,
7124,7013,24/10/2011 19:00,24/10/2011,297,4,0,10,24,19,0,1,1,3,0.48,0.4697,0.82,0,25,212,237,
7125,7014,24/10/2011 20:00,24/10/2011,297,4,0,10,24,20,0,1,1,1,0.48,0.4697,0.82,0.1045,11,118,129,
7126,7015,24/10/2011 21:00,24/10/2011,297,4,0,10,24,21,0,1,1,1,0.46,0.4545,0.87,0.1045,12,114,126,
7127,7016,24/10/2011 22:00,24/10/2011,297,4,0,10,24,22,0,1,1,1,0.48,0.4697,0.75,0.1642,3,76,79,
7128,7017,24/10/2011 23:00,24/10/2011,297,4,0,10,24,23,0,1,1,1,0.46,0.4545,0.77,0.0896,9,50,59,
7129,7018,25/10/2011 0:00,25/10/2011,298,4,0,10,25,0,0,2,1,1,0.44,0.4394,0.77,0.1343,4,26,30,
7130,7019,25/10/2011 1:00,25/10/2011,298,4,0,10,25,1,0,2,1,1,0.44,0.4394,0.77,0.1343,5,6,11,
7131,7020,25/10/2011 2:00,25/10/2011,298,4,0,10,25,2,0,2,1,1,0.42,0.4242,0.82,0.1343,2,3,5,
7132,7021,25/10/2011 3:00,25/10/2011,298,4,0,10,25,3,0,2,1,1,0.4,0.4091,0.87,0,1,3,4,
7133,7022,25/10/2011 4:00,25/10/2011,298,4,0,10,25,4,0,2,1,1,0.38,0.3939,0.87,0.1343,0,5,5,
7134,7023,25/10/2011 5:00,25/10/2011,298,4,0,10,25,5,0,2,1,1,0.38,0.3939,0.87,0.1343,0,24,24,
7135,7024,25/10/2011 6:00,25/10/2011,298,4,0,10,25,6,0,2,1,1,0.38,0.3939,0.82,0.1045,3,95,98,
7136,7025,25/10/2011 7:00,25/10/2011,298,4,0,10,25,7,0,2,1,1,0.4,0.4091,0.76,0.194,15,299,314,
7137,7026,25/10/2011 8:00,25/10/2011,298,4,0,10,25,8,0,2,1,1,0.44,0.4394,0.72,0,25,383,408,
7138,7027,25/10/2011 9:00,25/10/2011,298,4,0,10,25,9,0,2,1,1,0.48,0.4697,0.55,0.2239,29,194,223,
7139,7028,25/10/2011 10:00,25/10/2011,298,4,0,10,25,10,0,2,1,1,0.5,0.4848,0.51,0.2537,26,102,128,
7140,7029,25/10/2011 11:00,25/10/2011,298,4,0,10,25,11,0,2,1,1,0.52,0.5,0.48,0.2836,46,120,166,
7141,7030,25/10/2011 12:00,25/10/2011,298,4,0,10,25,12,0,2,1,1,0.54,0.5152,0.39,0.3582,35,165,200,
7142,7031,25/10/2011 13:00,25/10/2011,298,4,0,10,25,13,0,2,1,1,0.56,0.5303,0.37,0.3881,37,161,198,
7143,7032,25/10/2011 14:00,25/10/2011,298,4,0,10,25,14,0,2,1,1,0.56,0.5303,0.4,0.2537,66,134,200,
7144,7033,25/10/2011 15:00,25/10/2011,298,4,0,10,25,15,0,2,1,1,0.56,0.5303,0.37,0.1045,63,171,234,
7145,7034,25/10/2011 16:00,25/10/2011,298,4,0,10,25,16,0,2,1,1,0.56,0.5303,0.37,0.194,52,233,285,
7146,7035,25/10/2011 17:00,25/10/2011,298,4,0,10,25,17,0,2,1,1,0.56,0.5303,0.37,0.1045,68,517,585,
7147,7036,25/10/2011 18:00,25/10/2011,298,4,0,10,25,18,0,2,1,1,0.52,0.5,0.42,0.1045,65,453,518,
7148,7037,25/10/2011 19:00,25/10/2011,298,4,0,10,25,19,0,2,1,1,0.48,0.4697,0.67,0.194,44,294,338,
7149,7038,25/10/2011 20:00,25/10/2011,298,4,0,10,25,20,0,2,1,1,0.46,0.4545,0.67,0.1045,40,208,248,
7150,7039,25/10/2011 21:00,25/10/2011,298,4,0,10,25,21,0,2,1,1,0.44,0.4394,0.72,0.1343,32,169,201,
7151,7040,25/10/2011 22:00,25/10/2011,298,4,0,10,25,22,0,2,1,1,0.46,0.4545,0.67,0.194,22,148,170,
7152,7041,25/10/2011 23:00,25/10/2011,298,4,0,10,25,23,0,2,1,1,0.44,0.4394,0.72,0.1343,15,79,94,
7153,7042,26/10/2011 0:00,26/10/2011,299,4,0,10,26,0,0,3,1,1,0.44,0.4394,0.72,0.194,4,28,32,
7154,7043,26/10/2011 1:00,26/10/2011,299,4,0,10,26,1,0,3,1,1,0.44,0.4394,0.67,0.2537,3,9,12,
7155,7044,26/10/2011 2:00,26/10/2011,299,4,0,10,26,2,0,3,1,1,0.44,0.4394,0.67,0.1642,2,1,3,
7156,7045,26/10/2011 3:00,26/10/2011,299,4,0,10,26,3,0,3,1,1,0.44,0.4394,0.67,0.2239,0,3,3,
7157,7046,26/10/2011 4:00,26/10/2011,299,4,0,10,26,4,0,3,1,1,0.42,0.4242,0.71,0.2537,0,5,5,
7158,7047,26/10/2011 5:00,26/10/2011,299,4,0,10,26,5,0,3,1,1,0.42,0.4242,0.71,0.2239,0,21,21,
7159,7048,26/10/2011 6:00,26/10/2011,299,4,0,10,26,6,0,3,1,1,0.42,0.4242,0.71,0.2239,0,92,92,
7160,7049,26/10/2011 7:00,26/10/2011,299,4,0,10,26,7,0,3,1,1,0.42,0.4242,0.71,0.1642,15,284,299,
7161,7050,26/10/2011 8:00,26/10/2011,299,4,0,10,26,8,0,3,1,2,0.44,0.4394,0.67,0.194,26,438,464,
7162,7051,26/10/2011 9:00,26/10/2011,299,4,0,10,26,9,0,3,1,2,0.48,0.4697,0.63,0.2239,14,226,240,
7163,7052,26/10/2011 10:00,26/10/2011,299,4,0,10,26,10,0,3,1,2,0.52,0.5,0.62,0.2537,26,105,131,
7164,7053,26/10/2011 11:00,26/10/2011,299,4,0,10,26,11,0,3,1,1,0.52,0.5,0.59,0.3284,23,132,155,
7165,7054,26/10/2011 12:00,26/10/2011,299,4,0,10,26,12,0,3,1,3,0.58,0.5455,0.53,0.2239,39,155,194,
7166,7055,26/10/2011 13:00,26/10/2011,299,4,0,10,26,13,0,3,1,3,0.56,0.5303,0.6,0.1045,20,62,82,
7167,7056,26/10/2011 14:00,26/10/2011,299,4,0,10,26,14,0,3,1,2,0.52,0.5,0.77,0,14,52,66,
7168,7057,26/10/2011 15:00,26/10/2011,299,4,0,10,26,15,0,3,1,2,0.52,0.5,0.77,0,11,59,70,
7169,7058,26/10/2011 16:00,26/10/2011,299,4,0,10,26,16,0,3,1,2,0.52,0.5,0.77,0.0896,17,196,213,
7170,7059,26/10/2011 17:00,26/10/2011,299,4,0,10,26,17,0,3,1,2,0.52,0.5,0.77,0.1045,40,414,454,
7171,7060,26/10/2011 18:00,26/10/2011,299,4,0,10,26,18,0,3,1,1,0.52,0.5,0.77,0.1642,55,398,453,
7172,7061,26/10/2011 19:00,26/10/2011,299,4,0,10,26,19,0,3,1,1,0.5,0.4848,0.82,0,25,306,331,
7173,7062,26/10/2011 20:00,26/10/2011,299,4,0,10,26,20,0,3,1,1,0.5,0.4848,0.88,0,27,180,207,
7174,7063,26/10/2011 21:00,26/10/2011,299,4,0,10,26,21,0,3,1,2,0.52,0.5,0.77,0,17,140,157,
7175,7064,26/10/2011 22:00,26/10/2011,299,4,0,10,26,22,0,3,1,2,0.48,0.4697,0.88,0.0896,23,112,135,
7176,7065,26/10/2011 23:00,26/10/2011,299,4,0,10,26,23,0,3,1,2,0.48,0.4697,0.88,0.0896,3,72,75,
7177,7066,27/10/2011 0:00,27/10/2011,300,4,0,10,27,0,0,4,1,1,0.46,0.4545,0.94,0,3,23,26,
7178,7067,27/10/2011 1:00,27/10/2011,300,4,0,10,27,1,0,4,1,1,0.46,0.4545,0.94,0,2,9,11,
7179,7068,27/10/2011 2:00,27/10/2011,300,4,0,10,27,2,0,4,1,3,0.46,0.4545,0.94,0,3,5,8,
7180,7069,27/10/2011 3:00,27/10/2011,300,4,0,10,27,3,0,4,1,3,0.46,0.4545,0.94,0,1,3,4,
7181,7070,27/10/2011 4:00,27/10/2011,300,4,0,10,27,4,0,4,1,3,0.48,0.4697,0.88,0,1,3,4,
7182,7071,27/10/2011 5:00,27/10/2011,300,4,0,10,27,5,0,4,1,3,0.48,0.4697,0.88,0.0896,1,14,15,
7183,7072,27/10/2011 6:00,27/10/2011,300,4,0,10,27,6,0,4,1,3,0.5,0.4848,0.82,0,4,42,46,
7184,7073,27/10/2011 7:00,27/10/2011,300,4,0,10,27,7,0,4,1,2,0.46,0.4545,0.94,0.0896,9,128,137,
7185,7074,27/10/2011 8:00,27/10/2011,300,4,0,10,27,8,0,4,1,3,0.48,0.4697,0.88,0.194,12,304,316,
7186,7075,27/10/2011 9:00,27/10/2011,300,4,0,10,27,9,0,4,1,2,0.5,0.4848,0.82,0.1642,16,155,171,
7187,7076,27/10/2011 10:00,27/10/2011,300,4,0,10,27,10,0,4,1,3,0.5,0.4848,0.88,0.194,10,52,62,
7188,7077,27/10/2011 11:00,27/10/2011,300,4,0,10,27,11,0,4,1,3,0.5,0.4848,0.88,0.1343,8,44,52,
7189,7078,27/10/2011 12:00,27/10/2011,300,4,0,10,27,12,0,4,1,3,0.5,0.4848,0.88,0.1343,8,45,53,
7190,7079,27/10/2011 13:00,27/10/2011,300,4,0,10,27,13,0,4,1,2,0.5,0.4848,0.88,0.1642,10,64,74,
7191,7080,27/10/2011 14:00,27/10/2011,300,4,0,10,27,14,0,4,1,2,0.52,0.5,0.83,0,16,76,92,
7192,7081,27/10/2011 15:00,27/10/2011,300,4,0,10,27,15,0,4,1,2,0.52,0.5,0.83,0.1045,12,95,107,
7193,7082,27/10/2011 16:00,27/10/2011,300,4,0,10,27,16,0,4,1,2,0.56,0.5303,0.73,0.1642,14,193,207,
7194,7083,27/10/2011 17:00,27/10/2011,300,4,0,10,27,17,0,4,1,2,0.5,0.4848,0.72,0.4627,31,291,322,
7195,7084,27/10/2011 18:00,27/10/2011,300,4,0,10,27,18,0,4,1,2,0.48,0.4697,0.67,0.4627,14,226,240,
7196,7085,27/10/2011 19:00,27/10/2011,300,4,0,10,27,19,0,4,1,2,0.44,0.4394,0.67,0.4627,19,200,219,
7197,7086,27/10/2011 20:00,27/10/2011,300,4,0,10,27,20,0,4,1,1,0.42,0.4242,0.67,0.4925,11,171,182,
7198,7087,27/10/2011 21:00,27/10/2011,300,4,0,10,27,21,0,4,1,1,0.4,0.4091,0.62,0.5224,13,119,132,
7199,7088,27/10/2011 22:00,27/10/2011,300,4,0,10,27,22,0,4,1,1,0.36,0.3182,0.66,0.4925,14,97,111,
7200,7089,27/10/2011 23:00,27/10/2011,300,4,0,10,27,23,0,4,1,1,0.34,0.303,0.61,0.4179,8,60,68,
7201,7090,28/10/2011 0:00,28/10/2011,301,4,0,10,28,0,0,5,1,1,0.34,0.3182,0.66,0.2537,4,40,44,
7202,7091,28/10/2011 1:00,28/10/2011,301,4,0,10,28,1,0,5,1,1,0.32,0.303,0.66,0.2537,7,9,16,
7203,7092,28/10/2011 2:00,28/10/2011,301,4,0,10,28,2,0,5,1,1,0.32,0.303,0.66,0.2836,1,3,4,
7204,7093,28/10/2011 3:00,28/10/2011,301,4,0,10,28,3,0,5,1,1,0.3,0.2879,0.7,0.2836,4,4,8,
7205,7094,28/10/2011 4:00,28/10/2011,301,4,0,10,28,4,0,5,1,1,0.3,0.2879,0.65,0.2836,5,5,10,
7206,7095,28/10/2011 5:00,28/10/2011,301,4,0,10,28,5,0,5,1,2,0.3,0.2879,0.61,0.2537,0,25,25,
7207,7096,28/10/2011 6:00,28/10/2011,301,4,0,10,28,6,0,5,1,1,0.28,0.2727,0.65,0.2537,1,74,75,
7208,7097,28/10/2011 7:00,28/10/2011,301,4,0,10,28,7,0,5,1,1,0.28,0.2727,0.65,0.2537,6,199,205,
7209,7098,28/10/2011 8:00,28/10/2011,301,4,0,10,28,8,0,5,1,1,0.3,0.2879,0.61,0.2836,13,361,374,
7210,7099,28/10/2011 9:00,28/10/2011,301,4,0,10,28,9,0,5,1,1,0.32,0.303,0.57,0.2239,19,210,229,
7211,7100,28/10/2011 10:00,28/10/2011,301,4,0,10,28,10,0,5,1,1,0.34,0.3182,0.57,0.2239,28,102,130,
7212,7101,28/10/2011 11:00,28/10/2011,301,4,0,10,28,11,0,5,1,1,0.36,0.3485,0.5,0.2239,40,128,168,
7213,7102,28/10/2011 12:00,28/10/2011,301,4,0,10,28,12,0,5,1,2,0.38,0.3939,0.4,0.1642,46,167,213,
7214,7103,28/10/2011 13:00,28/10/2011,301,4,0,10,28,13,0,5,1,2,0.38,0.3939,0.42,0.2239,43,185,228,
7215,7104,28/10/2011 14:00,28/10/2011,301,4,0,10,28,14,0,5,1,2,0.36,0.3485,0.46,0.194,33,152,185,
7216,7105,28/10/2011 15:00,28/10/2011,301,4,0,10,28,15,0,5,1,2,0.36,0.3333,0.43,0.2537,44,171,215,
7217,7106,28/10/2011 16:00,28/10/2011,301,4,0,10,28,16,0,5,1,2,0.36,0.3485,0.46,0.1642,46,262,308,
7218,7107,28/10/2011 17:00,28/10/2011,301,4,0,10,28,17,0,5,1,2,0.36,0.3485,0.5,0.1343,35,411,446,
7219,7108,28/10/2011 18:00,28/10/2011,301,4,0,10,28,18,0,5,1,2,0.36,0.3485,0.53,0.1642,36,332,368,
7220,7109,28/10/2011 19:00,28/10/2011,301,4,0,10,28,19,0,5,1,2,0.36,0.3485,0.5,0.1343,16,188,204,
7221,7110,28/10/2011 20:00,28/10/2011,301,4,0,10,28,20,0,5,1,3,0.34,0.3182,0.61,0.2239,12,131,143,
7222,7111,28/10/2011 21:00,28/10/2011,301,4,0,10,28,21,0,5,1,3,0.32,0.3182,0.7,0.1642,5,69,74,
7223,7112,28/10/2011 22:00,28/10/2011,301,4,0,10,28,22,0,5,1,3,0.3,0.2879,0.75,0.2836,4,32,36,
7224,7113,28/10/2011 23:00,28/10/2011,301,4,0,10,28,23,0,5,1,3,0.3,0.2727,0.81,0.3284,8,31,39,
7225,7114,29/10/2011 0:00,29/10/2011,302,4,0,10,29,0,0,6,0,3,0.28,0.2576,0.87,0.2985,0,19,19,
7226,7115,29/10/2011 1:00,29/10/2011,302,4,0,10,29,1,0,6,0,3,0.3,0.2727,0.87,0.2985,0,18,18,
7227,7116,29/10/2011 2:00,29/10/2011,302,4,0,10,29,2,0,6,0,3,0.3,0.2727,0.87,0.2985,1,16,17,
7228,7117,29/10/2011 3:00,29/10/2011,302,4,0,10,29,3,0,6,0,3,0.3,0.2727,0.81,0.4179,0,8,8,
7229,7118,29/10/2011 4:00,29/10/2011,302,4,0,10,29,4,0,6,0,3,0.3,0.2727,0.81,0.4179,0,1,1,
7230,7119,29/10/2011 5:00,29/10/2011,302,4,0,10,29,5,0,6,0,3,0.26,0.2273,0.93,0.3582,0,1,1,
7231,7120,29/10/2011 6:00,29/10/2011,302,4,0,10,29,6,0,6,0,3,0.26,0.2273,0.87,0.3582,4,1,5,
7232,7121,29/10/2011 7:00,29/10/2011,302,4,0,10,29,7,0,6,0,3,0.26,0.2273,0.87,0.3582,1,6,7,
7233,7122,29/10/2011 8:00,29/10/2011,302,4,0,10,29,8,0,6,0,3,0.28,0.2576,0.87,0.3582,4,16,20,
7234,7123,29/10/2011 9:00,29/10/2011,302,4,0,10,29,9,0,6,0,3,0.28,0.2576,0.87,0.3582,1,19,20,
7235,7124,29/10/2011 10:00,29/10/2011,302,4,0,10,29,10,0,6,0,3,0.26,0.2273,0.93,0.3284,0,12,12,
7236,7125,29/10/2011 11:00,29/10/2011,302,4,0,10,29,11,0,6,0,3,0.26,0.2273,0.93,0.3881,1,26,27,
7237,7126,29/10/2011 12:00,29/10/2011,302,4,0,10,29,12,0,6,0,3,0.24,0.197,0.87,0.4925,6,44,50,
7238,7127,29/10/2011 13:00,29/10/2011,302,4,0,10,29,13,0,6,0,3,0.24,0.197,0.87,0.5224,0,30,30,
7239,7128,29/10/2011 14:00,29/10/2011,302,4,0,10,29,14,0,6,0,3,0.24,0.197,0.87,0.4478,0,29,29,
7240,7129,29/10/2011 15:00,29/10/2011,302,4,0,10,29,15,0,6,0,3,0.22,0.2121,0.93,0.2537,3,38,41,
7241,7130,29/10/2011 16:00,29/10/2011,302,4,0,10,29,16,0,6,0,3,0.22,0.197,0.93,0.3284,3,19,22,
7242,7131,29/10/2011 17:00,29/10/2011,302,4,0,10,29,17,0,6,0,3,0.22,0.197,0.93,0.3284,3,28,31,
7243,7132,29/10/2011 18:00,29/10/2011,302,4,0,10,29,18,0,6,0,3,0.22,0.197,0.93,0.3284,6,37,43,
7244,7133,29/10/2011 19:00,29/10/2011,302,4,0,10,29,19,0,6,0,1,0.24,0.2121,0.87,0.3582,3,36,39,
